"Season1","Community1","Season2","Community2","SharedBirds","LostBirds","GainedBirds","Shared","Union","Jaccard"
"Spring 2026 Nesting Period_Communities",7,"Summer 2026 Post-Fledging_Communities",9,"","RBP, SWB, YPN","RGT, SGB, STT",0,6,0
"Spring 2026 Nesting Period_Communities",7,"Summer 2026 Post-Fledging_Communities",10,"","RBP, SWB, YPN","RTT, WYD",0,5,0
"Spring 2026 Nesting Period_Communities",7,"Summer 2026 Post-Fledging_Communities",11,"","RBP, SWB, YPN","SDO, SWT",0,5,0
"Spring 2026 Nesting Period_Communities",7,"Summer 2026 Post-Fledging_Communities",12,"","RBP, SWB, YPN","SNR (was SNO), WNS, YDW",0,6,0
"Spring 2026 Nesting Period_Communities",7,"Summer 2026 Post-Fledging_Communities",13,"","RBP, SWB, YPN","WOG, WSY, YBN",0,6,0
"Spring 2026 Nesting Period_Communities",7,"Summer 2026 Post-Fledging_Communities",14,"","RBP, SWB, YPN","YSR, RDO",0,5,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",1,"","RGT, SGB, STT","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,9,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",2,"","RGT, SGB, STT","GBO (was GPT), GPW, GSN, WDY, YGD",0,8,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",3,"","RGT, SGB, STT","GDO, WPS, YGY",0,6,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",4,"","RGT, SGB, STT","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,10,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",5,"","RGT, SGB, STT","GPB, ROW, SPW, WNP, WPB, YOD",0,9,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",6,"","RGT, SGB, STT","GTP, SOG, SPT, WPG, YPS",0,8,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",7,"","RGT, SGB, STT","NRO, NSS, WPD, YDT, YWS",0,8,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",8,"","RGT, SGB, STT","PND, RNO",0,5,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",9,"RGT, SGB, STT","","",3,3,1
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",10,"","RGT, SGB, STT","RTT, WYD",0,5,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",11,"","RGT, SGB, STT","SDO, SWT",0,5,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",12,"","RGT, SGB, STT","SNR (was SNO), WNS, YDW",0,6,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",13,"","RGT, SGB, STT","WOG, WSY, YBN",0,6,0
"Spring 2026 Nesting Period_Communities",8,"Summer 2026 Post-Fledging_Communities",14,"","RGT, SGB, STT","YSR, RDO",0,5,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",1,"","ROO, YOD","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",2,"","ROO, YOD","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",3,"","ROO, YOD","GDO, WPS, YGY",0,5,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",4,"","ROO, YOD","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",5,"YOD","ROO","GPB, ROW, SPW, WNP, WPB",1,7,0.143
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",6,"","ROO, YOD","GTP, SOG, SPT, WPG, YPS",0,7,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",7,"","ROO, YOD","NRO, NSS, WPD, YDT, YWS",0,7,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",8,"","ROO, YOD","PND, RNO",0,4,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",9,"","ROO, YOD","RGT, SGB, STT",0,5,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",10,"","ROO, YOD","RTT, WYD",0,4,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",11,"","ROO, YOD","SDO, SWT",0,4,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",12,"","ROO, YOD","SNR (was SNO), WNS, YDW",0,5,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",13,"","ROO, YOD","WOG, WSY, YBN",0,5,0
"Spring 2026 Nesting Period_Communities",9,"Summer 2026 Post-Fledging_Communities",14,"","ROO, YOD","YSR, RDO",0,4,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",1,"","RTT, WYD","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",2,"","RTT, WYD","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",3,"","RTT, WYD","GDO, WPS, YGY",0,5,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",4,"","RTT, WYD","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",5,"","RTT, WYD","GPB, ROW, SPW, WNP, WPB, YOD",0,8,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",6,"","RTT, WYD","GTP, SOG, SPT, WPG, YPS",0,7,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",7,"","RTT, WYD","NRO, NSS, WPD, YDT, YWS",0,7,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",8,"","RTT, WYD","PND, RNO",0,4,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",9,"","RTT, WYD","RGT, SGB, STT",0,5,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",10,"RTT, WYD","","",2,2,1
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",11,"","RTT, WYD","SDO, SWT",0,4,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",12,"","RTT, WYD","SNR (was SNO), WNS, YDW",0,5,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",13,"","RTT, WYD","WOG, WSY, YBN",0,5,0
"Spring 2026 Nesting Period_Communities",10,"Summer 2026 Post-Fledging_Communities",14,"","RTT, WYD","YSR, RDO",0,4,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",1,"","SDO, SWT","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",2,"","SDO, SWT","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",3,"","SDO, SWT","GDO, WPS, YGY",0,5,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",4,"","SDO, SWT","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",5,"","SDO, SWT","GPB, ROW, SPW, WNP, WPB, YOD",0,8,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",6,"","SDO, SWT","GTP, SOG, SPT, WPG, YPS",0,7,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",7,"","SDO, SWT","NRO, NSS, WPD, YDT, YWS",0,7,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",8,"","SDO, SWT","PND, RNO",0,4,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",9,"","SDO, SWT","RGT, SGB, STT",0,5,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",10,"","SDO, SWT","RTT, WYD",0,4,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",11,"SDO, SWT","","",2,2,1
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",12,"","SDO, SWT","SNR (was SNO), WNS, YDW",0,5,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",13,"","SDO, SWT","WOG, WSY, YBN",0,5,0
"Spring 2026 Nesting Period_Communities",11,"Summer 2026 Post-Fledging_Communities",14,"","SDO, SWT","YSR, RDO",0,4,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",1,"","WOG, WPG, WSY, YBN","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,10,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",2,"","WOG, WPG, WSY, YBN","GBO (was GPT), GPW, GSN, WDY, YGD",0,9,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",3,"","WOG, WPG, WSY, YBN","GDO, WPS, YGY",0,7,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",4,"","WOG, WPG, WSY, YBN","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,11,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",5,"","WOG, WPG, WSY, YBN","GPB, ROW, SPW, WNP, WPB, YOD",0,10,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",6,"WPG","WOG, WSY, YBN","GTP, SOG, SPT, YPS",1,8,0.125
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",7,"","WOG, WPG, WSY, YBN","NRO, NSS, WPD, YDT, YWS",0,9,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",8,"","WOG, WPG, WSY, YBN","PND, RNO",0,6,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",9,"","WOG, WPG, WSY, YBN","RGT, SGB, STT",0,7,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",10,"","WOG, WPG, WSY, YBN","RTT, WYD",0,6,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",11,"","WOG, WPG, WSY, YBN","SDO, SWT",0,6,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",12,"","WOG, WPG, WSY, YBN","SNR (was SNO), WNS, YDW",0,7,0
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",13,"WOG, WSY, YBN","WPG","",3,4,0.75
"Spring 2026 Nesting Period_Communities",12,"Summer 2026 Post-Fledging_Communities",14,"","WOG, WPG, WSY, YBN","YSR, RDO",0,6,0
"Spring 2026 Nesting Period_Communities",13,"Summer 2026 Post-Fledging_Communities",1,"","YGP, YSR","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Spring 2026 Nesting Period_Communities",13,"Summer 2026 Post-Fledging_Communities",2,"","YGP, YSR","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Spring 2026 Nesting Period_Communities",13,"Summer 2026 Post-Fledging_Communities",3,"","YGP, YSR","GDO, WPS, YGY",0,5,0
"Spring 2026 Nesting Period_Communities",13,"Summer 2026 Post-Fledging_Communities",4,"","YGP, YSR","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Spring 2026 Nesting Period_Communities",13,"Summer 2026 Post-Fledging_Communities",5,"","YGP, YSR","GPB, ROW, SPW, WNP, WPB, YOD",0,8,0
"Spring 2026 Nesting Period_Communities",13,"Summer 2026 Post-Fledging_Communities",6,"","YGP, YSR","GTP, SOG, SPT, WPG, YPS",0,7,0
