"Season1","Community1","Season2","Community2","SharedBirds","LostBirds","GainedBirds","Shared","Union","Jaccard"
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",3,"GDO","PBS, YGY, YND","WDB",1,5,0.2
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",4,"","GDO, PBS, YGY, YND","GNG, PDN, SYO",0,7,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",5,"","GDO, PBS, YGY, YND","PBP (was PBB), RPP",0,6,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",6,"","GDO, PBS, YGY, YND","PLS, YPS",0,6,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",7,"","GDO, PBS, YGY, YND","RBP, SWB, YPN",0,7,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",8,"","GDO, PBS, YGY, YND","RGT, SGB, STT",0,7,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",9,"","GDO, PBS, YGY, YND","ROO, YOD",0,6,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",10,"","GDO, PBS, YGY, YND","RTT, WYD",0,6,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",11,"","GDO, PBS, YGY, YND","SDO, SWT",0,6,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",12,"","GDO, PBS, YGY, YND","WOG, WPG, WSY, YBN",0,8,0
"Fall 2025 Pre-Nesting_Communities",3,"Spring 2026 Nesting Period_Communities",13,"","GDO, PBS, YGY, YND","YGP, YSR",0,6,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",1,"","GNT, SRP, WDN, WDW, WWD","CRY, GDN (was GDY), YYN (was YNO)",0,8,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",2,"","GNT, SRP, WDN, WDW, WWD","GBO (was GPT), WNS, YDW, YGD",0,9,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",3,"","GNT, SRP, WDN, WDW, WWD","GDO, WDB",0,7,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",4,"","GNT, SRP, WDN, WDW, WWD","GNG, PDN, SYO",0,8,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",5,"","GNT, SRP, WDN, WDW, WWD","PBP (was PBB), RPP",0,7,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",6,"","GNT, SRP, WDN, WDW, WWD","PLS, YPS",0,7,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",7,"","GNT, SRP, WDN, WDW, WWD","RBP, SWB, YPN",0,8,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",8,"","GNT, SRP, WDN, WDW, WWD","RGT, SGB, STT",0,8,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",9,"","GNT, SRP, WDN, WDW, WWD","ROO, YOD",0,7,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",10,"","GNT, SRP, WDN, WDW, WWD","RTT, WYD",0,7,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",11,"","GNT, SRP, WDN, WDW, WWD","SDO, SWT",0,7,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",12,"","GNT, SRP, WDN, WDW, WWD","WOG, WPG, WSY, YBN",0,9,0
"Fall 2025 Pre-Nesting_Communities",4,"Spring 2026 Nesting Period_Communities",13,"","GNT, SRP, WDN, WDW, WWD","YGP, YSR",0,7,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",1,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","CRY, GDN (was GDY), YYN (was YNO)",0,9,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",2,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","GBO (was GPT), WNS, YDW, YGD",0,10,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",3,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","GDO, WDB",0,8,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",4,"SYO","GOS, PBWorPWB, RBT, SWB, SYR","GNG, PDN",1,8,0.125
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",5,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","PBP (was PBB), RPP",0,8,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",6,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","PLS, YPS",0,8,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",7,"SWB","GOS, PBWorPWB, RBT, SYO, SYR","RBP, YPN",1,8,0.125
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",8,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","RGT, SGB, STT",0,9,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",9,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","ROO, YOD",0,8,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",10,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","RTT, WYD",0,8,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",11,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","SDO, SWT",0,8,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",12,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","WOG, WPG, WSY, YBN",0,10,0
"Fall 2025 Pre-Nesting_Communities",5,"Spring 2026 Nesting Period_Communities",13,"","GOS, PBWorPWB, RBT, SWB, SYO, SYR","YGP, YSR",0,8,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",1,"","PBP (was PBB), PNL","CRY, GDN (was GDY), YYN (was YNO)",0,5,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",2,"","PBP (was PBB), PNL","GBO (was GPT), WNS, YDW, YGD",0,6,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",3,"","PBP (was PBB), PNL","GDO, WDB",0,4,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",4,"","PBP (was PBB), PNL","GNG, PDN, SYO",0,5,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",5,"PBP (was PBB)","PNL","RPP",1,3,0.333
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",6,"","PBP (was PBB), PNL","PLS, YPS",0,4,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",7,"","PBP (was PBB), PNL","RBP, SWB, YPN",0,5,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",8,"","PBP (was PBB), PNL","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",9,"","PBP (was PBB), PNL","ROO, YOD",0,4,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",10,"","PBP (was PBB), PNL","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",11,"","PBP (was PBB), PNL","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",12,"","PBP (was PBB), PNL","WOG, WPG, WSY, YBN",0,6,0
"Fall 2025 Pre-Nesting_Communities",6,"Spring 2026 Nesting Period_Communities",13,"","PBP (was PBB), PNL","YGP, YSR",0,4,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",1,"","PLS, RTP, YPS","CRY, GDN (was GDY), YYN (was YNO)",0,6,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",2,"","PLS, RTP, YPS","GBO (was GPT), WNS, YDW, YGD",0,7,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",3,"","PLS, RTP, YPS","GDO, WDB",0,5,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",4,"","PLS, RTP, YPS","GNG, PDN, SYO",0,6,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",5,"","PLS, RTP, YPS","PBP (was PBB), RPP",0,5,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",6,"PLS, YPS","RTP","",2,3,0.667
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",7,"","PLS, RTP, YPS","RBP, SWB, YPN",0,6,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",8,"","PLS, RTP, YPS","RGT, SGB, STT",0,6,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",9,"","PLS, RTP, YPS","ROO, YOD",0,5,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",10,"","PLS, RTP, YPS","RTT, WYD",0,5,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",11,"","PLS, RTP, YPS","SDO, SWT",0,5,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",12,"","PLS, RTP, YPS","WOG, WPG, WSY, YBN",0,7,0
"Fall 2025 Pre-Nesting_Communities",7,"Spring 2026 Nesting Period_Communities",13,"","PLS, RTP, YPS","YGP, YSR",0,5,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",1,"","PND, GDW (wasGYW)","CRY, GDN (was GDY), YYN (was YNO)",0,5,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",2,"","PND, GDW (wasGYW)","GBO (was GPT), WNS, YDW, YGD",0,6,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",3,"","PND, GDW (wasGYW)","GDO, WDB",0,4,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",4,"","PND, GDW (wasGYW)","GNG, PDN, SYO",0,5,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",5,"","PND, GDW (wasGYW)","PBP (was PBB), RPP",0,4,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",6,"","PND, GDW (wasGYW)","PLS, YPS",0,4,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",7,"","PND, GDW (wasGYW)","RBP, SWB, YPN",0,5,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",8,"","PND, GDW (wasGYW)","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",9,"","PND, GDW (wasGYW)","ROO, YOD",0,4,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",10,"","PND, GDW (wasGYW)","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",11,"","PND, GDW (wasGYW)","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",12,"","PND, GDW (wasGYW)","WOG, WPG, WSY, YBN",0,6,0
"Fall 2025 Pre-Nesting_Communities",8,"Spring 2026 Nesting Period_Communities",13,"","PND, GDW (wasGYW)","YGP, YSR",0,4,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",1,"","PNW, SOG, SOT, YDP","CRY, GDN (was GDY), YYN (was YNO)",0,7,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",2,"","PNW, SOG, SOT, YDP","GBO (was GPT), WNS, YDW, YGD",0,8,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",3,"","PNW, SOG, SOT, YDP","GDO, WDB",0,6,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",4,"","PNW, SOG, SOT, YDP","GNG, PDN, SYO",0,7,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",5,"","PNW, SOG, SOT, YDP","PBP (was PBB), RPP",0,6,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",6,"","PNW, SOG, SOT, YDP","PLS, YPS",0,6,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",7,"","PNW, SOG, SOT, YDP","RBP, SWB, YPN",0,7,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",8,"","PNW, SOG, SOT, YDP","RGT, SGB, STT",0,7,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",9,"","PNW, SOG, SOT, YDP","ROO, YOD",0,6,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",10,"","PNW, SOG, SOT, YDP","RTT, WYD",0,6,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",11,"","PNW, SOG, SOT, YDP","SDO, SWT",0,6,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",12,"","PNW, SOG, SOT, YDP","WOG, WPG, WSY, YBN",0,8,0
"Fall 2025 Pre-Nesting_Communities",9,"Spring 2026 Nesting Period_Communities",13,"","PNW, SOG, SOT, YDP","YGP, YSR",0,6,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",1,"","RBP, RSD, SYT","CRY, GDN (was GDY), YYN (was YNO)",0,6,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",2,"","RBP, RSD, SYT","GBO (was GPT), WNS, YDW, YGD",0,7,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",3,"","RBP, RSD, SYT","GDO, WDB",0,5,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",4,"","RBP, RSD, SYT","GNG, PDN, SYO",0,6,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",5,"","RBP, RSD, SYT","PBP (was PBB), RPP",0,5,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",6,"","RBP, RSD, SYT","PLS, YPS",0,5,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",7,"RBP","RSD, SYT","SWB, YPN",1,5,0.2
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",8,"","RBP, RSD, SYT","RGT, SGB, STT",0,6,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",9,"","RBP, RSD, SYT","ROO, YOD",0,5,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",10,"","RBP, RSD, SYT","RTT, WYD",0,5,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",11,"","RBP, RSD, SYT","SDO, SWT",0,5,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",12,"","RBP, RSD, SYT","WOG, WPG, WSY, YBN",0,7,0
"Fall 2025 Pre-Nesting_Communities",10,"Spring 2026 Nesting Period_Communities",13,"","RBP, RSD, SYT","YGP, YSR",0,5,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",1,"","RGT, SGB, STT, YPW","CRY, GDN (was GDY), YYN (was YNO)",0,7,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",2,"","RGT, SGB, STT, YPW","GBO (was GPT), WNS, YDW, YGD",0,8,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",3,"","RGT, SGB, STT, YPW","GDO, WDB",0,6,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",4,"","RGT, SGB, STT, YPW","GNG, PDN, SYO",0,7,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",5,"","RGT, SGB, STT, YPW","PBP (was PBB), RPP",0,6,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",6,"","RGT, SGB, STT, YPW","PLS, YPS",0,6,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",7,"","RGT, SGB, STT, YPW","RBP, SWB, YPN",0,7,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",8,"RGT, SGB, STT","YPW","",3,4,0.75
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",9,"","RGT, SGB, STT, YPW","ROO, YOD",0,6,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",10,"","RGT, SGB, STT, YPW","RTT, WYD",0,6,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",11,"","RGT, SGB, STT, YPW","SDO, SWT",0,6,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",12,"","RGT, SGB, STT, YPW","WOG, WPG, WSY, YBN",0,8,0
"Fall 2025 Pre-Nesting_Communities",11,"Spring 2026 Nesting Period_Communities",13,"","RGT, SGB, STT, YPW","YGP, YSR",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",1,"","ROR, ROY, SWS, WBO","CRY, GDN (was GDY), YYN (was YNO)",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",2,"","ROR, ROY, SWS, WBO","GBO (was GPT), WNS, YDW, YGD",0,8,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",3,"","ROR, ROY, SWS, WBO","GDO, WDB",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",4,"","ROR, ROY, SWS, WBO","GNG, PDN, SYO",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",5,"","ROR, ROY, SWS, WBO","PBP (was PBB), RPP",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",6,"","ROR, ROY, SWS, WBO","PLS, YPS",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",7,"","ROR, ROY, SWS, WBO","RBP, SWB, YPN",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",8,"","ROR, ROY, SWS, WBO","RGT, SGB, STT",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",9,"","ROR, ROY, SWS, WBO","ROO, YOD",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",10,"","ROR, ROY, SWS, WBO","RTT, WYD",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",11,"","ROR, ROY, SWS, WBO","SDO, SWT",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",12,"","ROR, ROY, SWS, WBO","WOG, WPG, WSY, YBN",0,8,0
"Fall 2025 Pre-Nesting_Communities",12,"Spring 2026 Nesting Period_Communities",13,"","ROR, ROY, SWS, WBO","YGP, YSR",0,6,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",1,"","RRD, RRR, RRY, SDO, SWT","CRY, GDN (was GDY), YYN (was YNO)",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",2,"","RRD, RRR, RRY, SDO, SWT","GBO (was GPT), WNS, YDW, YGD",0,9,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",3,"","RRD, RRR, RRY, SDO, SWT","GDO, WDB",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",4,"","RRD, RRR, RRY, SDO, SWT","GNG, PDN, SYO",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",5,"","RRD, RRR, RRY, SDO, SWT","PBP (was PBB), RPP",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",6,"","RRD, RRR, RRY, SDO, SWT","PLS, YPS",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",7,"","RRD, RRR, RRY, SDO, SWT","RBP, SWB, YPN",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",8,"","RRD, RRR, RRY, SDO, SWT","RGT, SGB, STT",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",9,"","RRD, RRR, RRY, SDO, SWT","ROO, YOD",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",10,"","RRD, RRR, RRY, SDO, SWT","RTT, WYD",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",11,"SDO, SWT","RRD, RRR, RRY","",2,5,0.4
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",12,"","RRD, RRR, RRY, SDO, SWT","WOG, WPG, WSY, YBN",0,9,0
"Fall 2025 Pre-Nesting_Communities",13,"Spring 2026 Nesting Period_Communities",13,"","RRD, RRR, RRY, SDO, SWT","YGP, YSR",0,7,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",1,"","WBT, YWD","CRY, GDN (was GDY), YYN (was YNO)",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",2,"","WBT, YWD","GBO (was GPT), WNS, YDW, YGD",0,6,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",3,"","WBT, YWD","GDO, WDB",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",4,"","WBT, YWD","GNG, PDN, SYO",0,5,0
