"Bird1","Bird2","Comm1","Comm2","SameCommunity","Season"
"PNW","RBT",9,5,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RBT",10,5,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RBT",1,5,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RBT",8,5,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","RGT",1,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","RGT",2,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","RGT",3,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","RGT",4,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","RGT",5,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","RGT",6,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","RGT",3,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","RGT",5,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","RGT",7,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","RGT",8,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","RGT",6,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","RGT",9,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RGT",10,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","RGT",5,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RGT",1,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RGT",8,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","ROR",1,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","ROR",2,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","ROR",3,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","ROR",4,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","ROR",5,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","ROR",6,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","ROR",3,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","ROR",5,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","ROR",7,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","ROR",8,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","ROR",6,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","ROR",9,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","ROR",10,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","ROR",5,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","ROR",11,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","ROR",1,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","ROR",8,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","ROY",1,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","ROY",2,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","ROY",3,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","ROY",4,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","ROY",5,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","ROY",6,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","ROY",3,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","ROY",5,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","ROY",7,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","ROY",8,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","ROY",6,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","ROY",9,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","ROY",10,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","ROY",5,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","ROY",11,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","ROY",12,12,TRUE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","ROY",1,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","ROY",8,12,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","RRD",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","RRD",2,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","RRD",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","RRD",4,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","RRD",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","RRD",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","RRD",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","RRD",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","RRD",7,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","RRD",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","RRD",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","RRD",9,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RRD",10,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","RRD",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","RRD",11,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","RRD",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","RRD",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RRD",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RRD",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","RRR",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","RRR",2,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","RRR",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","RRR",4,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","RRR",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","RRR",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","RRR",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","RRR",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","RRR",7,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","RRR",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","RRR",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","RRR",9,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RRR",10,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","RRR",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","RRR",11,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","RRR",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","RRR",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRD","RRR",13,13,TRUE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RRR",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RRR",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","RRY",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","RRY",2,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","RRY",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","RRY",4,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","RRY",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","RRY",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","RRY",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","RRY",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","RRY",7,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","RRY",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","RRY",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","RRY",9,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RRY",10,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","RRY",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","RRY",11,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","RRY",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","RRY",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRD","RRY",13,13,TRUE,"Fall 2025 Pre-Nesting_Communities"
"RRR","RRY",13,13,TRUE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RRY",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RRY",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","RSD",1,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","RSD",2,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","RSD",3,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","RSD",4,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","RSD",5,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","RSD",6,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","RSD",3,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","RSD",5,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","RSD",7,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","RSD",8,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","RSD",6,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","RSD",9,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RSD",10,10,TRUE,"Fall 2025 Pre-Nesting_Communities"
"RBT","RSD",5,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","RSD",11,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","RSD",12,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","RSD",12,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRD","RSD",13,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRR","RSD",13,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRY","RSD",13,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RSD",1,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RSD",8,10,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","RTP",1,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","RTP",2,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","RTP",3,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","RTP",4,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","RTP",5,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","RTP",6,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","RTP",3,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","RTP",5,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","RTP",7,7,TRUE,"Fall 2025 Pre-Nesting_Communities"
"PND","RTP",8,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","RTP",6,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","RTP",9,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","RTP",10,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","RTP",5,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","RTP",11,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","RTP",12,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","RTP",12,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRD","RTP",13,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRR","RTP",13,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRY","RTP",13,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RSD","RTP",10,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","RTP",1,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","RTP",8,7,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","SDO",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","SDO",2,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","SDO",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","SDO",4,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","SDO",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","SDO",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","SDO",3,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","SDO",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","SDO",7,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","SDO",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","SDO",6,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","SDO",9,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","SDO",10,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","SDO",5,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","SDO",11,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROR","SDO",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","SDO",12,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRD","SDO",13,13,TRUE,"Fall 2025 Pre-Nesting_Communities"
"RRR","SDO",13,13,TRUE,"Fall 2025 Pre-Nesting_Communities"
"RRY","SDO",13,13,TRUE,"Fall 2025 Pre-Nesting_Communities"
"RSD","SDO",10,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RTP","SDO",7,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","SDO",1,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","SDO",8,13,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","SGB",1,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","SGB",2,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","SGB",3,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","SGB",4,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","SGB",5,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","SGB",6,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","SGB",3,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","SGB",5,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","SGB",7,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","SGB",8,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","SGB",6,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","SGB",9,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBP","SGB",10,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RBT","SGB",5,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RGT","SGB",11,11,TRUE,"Fall 2025 Pre-Nesting_Communities"
"ROR","SGB",12,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"ROY","SGB",12,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRD","SGB",13,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRR","SGB",13,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RRY","SGB",13,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RSD","SGB",10,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"RTP","SGB",7,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"SDO","SGB",13,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDD (was GDR)","SGB",1,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDW (wasGYW)","SGB",8,11,FALSE,"Fall 2025 Pre-Nesting_Communities"
"CRY","SOG",1,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GBO (was GPT)","SOG",2,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GDO","SOG",3,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GNT","SOG",4,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"GOS","SOG",5,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBP (was PBB)","SOG",6,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBS","SOG",3,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PBWorPWB","SOG",5,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PLS","SOG",7,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PND","SOG",8,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNL","SOG",6,9,FALSE,"Fall 2025 Pre-Nesting_Communities"
"PNW","SOG",9,9,TRUE,"Fall 2025 Pre-Nesting_Communities"
