RFID,N,DateTime,Feeder,GapToPrevious,PreviousBird,Metal,ColorCombo,Sex,DateCaptured,Status,LocationCaptured,Age,CrestColor,LowerMandible,BloodTaken,FeathersTaken,Mass,Tarsus,Wing,CurrentBreedingLocation
3B001895C2,1,2026-04-26 15:20:12,A,37,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 15:20:13,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 15:20:52,A,39,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-26 15:28:59,A,487,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-26 15:29:00,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-26 15:29:01,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-26 16:39:45,A,4244,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 16:42:08,A,143,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 16:42:09,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 17:12:38,A,1829,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 17:12:39,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 17:12:40,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 17:13:28,A,48,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 18:29:36,A,4568,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 18:30:38,A,62,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 18:31:12,A,34,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 18:32:39,A,87,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-26 19:27:57,A,3318,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-26 19:29:18,A,81,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 19:29:51,A,33,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 19:29:52,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 19:29:54,A,2,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-26 19:30:22,A,28,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-26 19:30:42,A,20,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-26 19:31:20,A,38,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-26 19:31:25,A,5,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-26 19:31:26,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-26 19:43:24,A,718,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-26 19:46:57,A,213,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-26 19:46:58,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-27 08:14:26,A,44848,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 08:14:27,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 08:14:28,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-27 08:41:36,A,1628,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 08:41:37,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-27 08:42:32,A,55,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 08:42:33,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 08:56:27,A,834,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 08:56:28,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 08:57:21,A,53,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 09:52:52,A,3331,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-27 10:02:50,A,598,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 10:02:51,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 10:02:54,A,3,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 10:02:55,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 10:47:58,A,2703,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 10:47:59,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-27 11:19:54,A,1915,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 11:19:55,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:21:48,A,3713,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:22:37,A,49,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:23:18,A,41,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:24:25,A,67,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:24:59,A,34,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:25:19,A,20,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:25:20,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 12:25:21,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 13:18:52,A,3211,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 13:20:01,A,69,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 13:20:02,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 13:21:10,A,68,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 13:21:11,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 14:25:47,A,3876,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 14:25:50,A,3,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 14:26:25,A,35,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 17:13:57,A,10052,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 17:15:08,A,71,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 17:15:58,A,50,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 17:15:59,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 17:16:00,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:37:58,A,4918,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:37:59,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:38:00,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:38:38,A,38,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:38:39,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:38:40,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:38:41,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:40:02,A,81,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-27 18:40:07,A,5,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-27 19:38:56,A,3529,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-27 19:39:42,A,46,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-28 07:37:11,A,43049,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 07:37:12,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 10:11:34,A,9262,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 10:45:40,A,2046,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 10:46:24,A,44,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:13:29,A,1625,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:13:30,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:14:09,A,39,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:14:56,A,47,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:14:57,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:41:16,A,1579,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:41:17,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 11:42:09,A,52,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 12:32:12,A,3003,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 12:32:58,A,46,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 12:32:59,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:01:41,A,5322,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:02:05,A,24,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:02:50,A,45,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:02:51,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-28 14:18:32,A,941,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-28 14:33:24,A,892,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:33:25,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:34:42,A,77,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 14:34:43,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-28 14:35:01,A,18,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-28 15:15:16,A,2415,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-28 15:16:54,A,98,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-28 15:38:08,A,1274,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-28 15:55:28,A,1040,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-28 15:56:10,A,42,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B0018F001,1,2026-04-28 15:56:11,A,1,3B0018F001,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-28 18:41:37,A,9926,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B0018F001,1,2026-04-28 19:16:18,A,2081,3B001895C2,3241-58110,SDO,M,06/02/25,N,FA,HY,2,1,Y,.,19,20.5,78.0,
3B001895C2,1,2026-04-29 09:20:54,A,50676,3B0018F001,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-29 09:23:18,A,144,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-29 09:23:19,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-29 09:23:20,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-29 09:23:21,A,1,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
3B001895C2,1,2026-04-29 10:43:29,A,4808,3B001895C2,3011-89655,SWT,F,07/01/24,N,FA,HY,1,1,Y,.,17.5,19.5,69.5,
