"Bird1","Bird2","Comm1","Comm2","SameCommunity","Season"
"SDT","SYO",2,2,TRUE,"04-05 2026_Communities"
"SOG","SYO",3,2,FALSE,"04-05 2026_Communities"
"GTP","SYO",3,2,FALSE,"04-05 2026_Communities"
"SPT","SYO",3,2,FALSE,"04-05 2026_Communities"
"PLS","SYO",3,2,FALSE,"04-05 2026_Communities"
"NOD","SYO",3,2,FALSE,"04-05 2026_Communities"
"NRO","SYO",5,2,FALSE,"04-05 2026_Communities"
"NSS","SYO",5,2,FALSE,"04-05 2026_Communities"
"SNR (was SNO)","SYO",6,2,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","SYO",6,2,FALSE,"04-05 2026_Communities"
"GPW","SYO",6,2,FALSE,"04-05 2026_Communities"
"GSN","SYO",6,2,FALSE,"04-05 2026_Communities"
"RDO","SYO",6,2,FALSE,"04-05 2026_Communities"
"PND","SYO",7,2,FALSE,"04-05 2026_Communities"
"RNO","SYO",7,2,FALSE,"04-05 2026_Communities"
"PNG","SYO",7,2,FALSE,"04-05 2026_Communities"
"GLS","SYO",7,2,FALSE,"04-05 2026_Communities"
"SPW","SYO",8,2,FALSE,"04-05 2026_Communities"
"ROW","SYO",8,2,FALSE,"04-05 2026_Communities"
"GPB","SYO",8,2,FALSE,"04-05 2026_Communities"
"GDO","SYO",9,2,FALSE,"04-05 2026_Communities"
"SGB","SYO",9,2,FALSE,"04-05 2026_Communities"
"PNL","SYO",9,2,FALSE,"04-05 2026_Communities"
"RGT","SYO",9,2,FALSE,"04-05 2026_Communities"
"RTT","SYO",11,2,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","SYO",9,2,FALSE,"04-05 2026_Communities"
"STT","SYO",9,2,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","SYO",11,2,FALSE,"04-05 2026_Communities"
"GPR","SYO",11,2,FALSE,"04-05 2026_Communities"
"CRY","SYO",11,2,FALSE,"04-05 2026_Communities"
"CGN","PDN",2,2,TRUE,"04-05 2026_Communities"
"GNG","PDN",2,2,TRUE,"04-05 2026_Communities"
"GTP","PDN",3,2,FALSE,"04-05 2026_Communities"
"NOD","PDN",3,2,FALSE,"04-05 2026_Communities"
"NRO","PDN",5,2,FALSE,"04-05 2026_Communities"
"NSS","PDN",5,2,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","PDN",6,2,FALSE,"04-05 2026_Communities"
"GPW","PDN",6,2,FALSE,"04-05 2026_Communities"
"GSN","PDN",6,2,FALSE,"04-05 2026_Communities"
"GLS","PDN",7,2,FALSE,"04-05 2026_Communities"
"GPB","PDN",8,2,FALSE,"04-05 2026_Communities"
"GDO","PDN",9,2,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","PDN",9,2,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","PDN",11,2,FALSE,"04-05 2026_Communities"
"GPR","PDN",11,2,FALSE,"04-05 2026_Communities"
"CRY","PDN",11,2,FALSE,"04-05 2026_Communities"
"CGN","RBP",2,2,TRUE,"04-05 2026_Communities"
"GNG","RBP",2,2,TRUE,"04-05 2026_Communities"
"PDN","RBP",2,2,TRUE,"04-05 2026_Communities"
"GTP","RBP",3,2,FALSE,"04-05 2026_Communities"
"PLS","RBP",3,2,FALSE,"04-05 2026_Communities"
"NOD","RBP",3,2,FALSE,"04-05 2026_Communities"
"NRO","RBP",5,2,FALSE,"04-05 2026_Communities"
"NSS","RBP",5,2,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","RBP",6,2,FALSE,"04-05 2026_Communities"
"GPW","RBP",6,2,FALSE,"04-05 2026_Communities"
"GSN","RBP",6,2,FALSE,"04-05 2026_Communities"
"PND","RBP",7,2,FALSE,"04-05 2026_Communities"
"PNG","RBP",7,2,FALSE,"04-05 2026_Communities"
"GLS","RBP",7,2,FALSE,"04-05 2026_Communities"
"GPB","RBP",8,2,FALSE,"04-05 2026_Communities"
"GDO","RBP",9,2,FALSE,"04-05 2026_Communities"
"PNL","RBP",9,2,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","RBP",9,2,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","RBP",11,2,FALSE,"04-05 2026_Communities"
"GPR","RBP",11,2,FALSE,"04-05 2026_Communities"
"CRY","RBP",11,2,FALSE,"04-05 2026_Communities"
"SDO","SWB",1,2,FALSE,"04-05 2026_Communities"
"CGN","SWB",2,2,TRUE,"04-05 2026_Communities"
"GNG","SWB",2,2,TRUE,"04-05 2026_Communities"
"SDR","SWB",2,2,TRUE,"04-05 2026_Communities"
"SSS","SWB",2,2,TRUE,"04-05 2026_Communities"
"PDN","SWB",2,2,TRUE,"04-05 2026_Communities"
"RBP","SWB",2,2,TRUE,"04-05 2026_Communities"
"SDT","SWB",2,2,TRUE,"04-05 2026_Communities"
"SOG","SWB",3,2,FALSE,"04-05 2026_Communities"
"GTP","SWB",3,2,FALSE,"04-05 2026_Communities"
"SPT","SWB",3,2,FALSE,"04-05 2026_Communities"
"PLS","SWB",3,2,FALSE,"04-05 2026_Communities"
"NOD","SWB",3,2,FALSE,"04-05 2026_Communities"
"NRO","SWB",5,2,FALSE,"04-05 2026_Communities"
"NSS","SWB",5,2,FALSE,"04-05 2026_Communities"
"SNR (was SNO)","SWB",6,2,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","SWB",6,2,FALSE,"04-05 2026_Communities"
"GPW","SWB",6,2,FALSE,"04-05 2026_Communities"
"GSN","SWB",6,2,FALSE,"04-05 2026_Communities"
"RDO","SWB",6,2,FALSE,"04-05 2026_Communities"
"PND","SWB",7,2,FALSE,"04-05 2026_Communities"
"RNO","SWB",7,2,FALSE,"04-05 2026_Communities"
"PNG","SWB",7,2,FALSE,"04-05 2026_Communities"
"GLS","SWB",7,2,FALSE,"04-05 2026_Communities"
"SPW","SWB",8,2,FALSE,"04-05 2026_Communities"
"ROW","SWB",8,2,FALSE,"04-05 2026_Communities"
"GPB","SWB",8,2,FALSE,"04-05 2026_Communities"
"GDO","SWB",9,2,FALSE,"04-05 2026_Communities"
"SGB","SWB",9,2,FALSE,"04-05 2026_Communities"
"PNL","SWB",9,2,FALSE,"04-05 2026_Communities"
"RGT","SWB",9,2,FALSE,"04-05 2026_Communities"
"RTT","SWB",11,2,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","SWB",9,2,FALSE,"04-05 2026_Communities"
"STT","SWB",9,2,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","SWB",11,2,FALSE,"04-05 2026_Communities"
"GPR","SWB",11,2,FALSE,"04-05 2026_Communities"
"CRY","SWB",11,2,FALSE,"04-05 2026_Communities"
"SDO","SDT",1,2,FALSE,"04-05 2026_Communities"
"CGN","SDT",2,2,TRUE,"04-05 2026_Communities"
"GNG","SDT",2,2,TRUE,"04-05 2026_Communities"
"SDR","SDT",2,2,TRUE,"04-05 2026_Communities"
"PDN","SDT",2,2,TRUE,"04-05 2026_Communities"
"RBP","SDT",2,2,TRUE,"04-05 2026_Communities"
"GTP","SDT",3,2,FALSE,"04-05 2026_Communities"
"PLS","SDT",3,2,FALSE,"04-05 2026_Communities"
"NOD","SDT",3,2,FALSE,"04-05 2026_Communities"
"NRO","SDT",5,2,FALSE,"04-05 2026_Communities"
"NSS","SDT",5,2,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","SDT",6,2,FALSE,"04-05 2026_Communities"
"GPW","SDT",6,2,FALSE,"04-05 2026_Communities"
"GSN","SDT",6,2,FALSE,"04-05 2026_Communities"
"RDO","SDT",6,2,FALSE,"04-05 2026_Communities"
"PND","SDT",7,2,FALSE,"04-05 2026_Communities"
"RNO","SDT",7,2,FALSE,"04-05 2026_Communities"
"PNG","SDT",7,2,FALSE,"04-05 2026_Communities"
"GLS","SDT",7,2,FALSE,"04-05 2026_Communities"
"ROW","SDT",8,2,FALSE,"04-05 2026_Communities"
"GPB","SDT",8,2,FALSE,"04-05 2026_Communities"
"GDO","SDT",9,2,FALSE,"04-05 2026_Communities"
"PNL","SDT",9,2,FALSE,"04-05 2026_Communities"
"RGT","SDT",9,2,FALSE,"04-05 2026_Communities"
"RTT","SDT",11,2,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","SDT",9,2,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","SDT",11,2,FALSE,"04-05 2026_Communities"
"GPR","SDT",11,2,FALSE,"04-05 2026_Communities"
"CRY","SDT",11,2,FALSE,"04-05 2026_Communities"
"SDO","SOG",1,3,FALSE,"04-05 2026_Communities"
"CGN","SOG",2,3,FALSE,"04-05 2026_Communities"
"GNG","SOG",2,3,FALSE,"04-05 2026_Communities"
"SDR","SOG",2,3,FALSE,"04-05 2026_Communities"
"PDN","SOG",2,3,FALSE,"04-05 2026_Communities"
"RBP","SOG",2,3,FALSE,"04-05 2026_Communities"
"SDT","SOG",2,3,FALSE,"04-05 2026_Communities"
"GTP","SOG",3,3,TRUE,"04-05 2026_Communities"
"PLS","SOG",3,3,TRUE,"04-05 2026_Communities"
"NOD","SOG",3,3,TRUE,"04-05 2026_Communities"
"NRO","SOG",5,3,FALSE,"04-05 2026_Communities"
"NSS","SOG",5,3,FALSE,"04-05 2026_Communities"
"SNR (was SNO)","SOG",6,3,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","SOG",6,3,FALSE,"04-05 2026_Communities"
"GPW","SOG",6,3,FALSE,"04-05 2026_Communities"
"GSN","SOG",6,3,FALSE,"04-05 2026_Communities"
"RDO","SOG",6,3,FALSE,"04-05 2026_Communities"
"PND","SOG",7,3,FALSE,"04-05 2026_Communities"
"RNO","SOG",7,3,FALSE,"04-05 2026_Communities"
"PNG","SOG",7,3,FALSE,"04-05 2026_Communities"
"GLS","SOG",7,3,FALSE,"04-05 2026_Communities"
"ROW","SOG",8,3,FALSE,"04-05 2026_Communities"
"GPB","SOG",8,3,FALSE,"04-05 2026_Communities"
"GDO","SOG",9,3,FALSE,"04-05 2026_Communities"
"SGB","SOG",9,3,FALSE,"04-05 2026_Communities"
"PNL","SOG",9,3,FALSE,"04-05 2026_Communities"
"RGT","SOG",9,3,FALSE,"04-05 2026_Communities"
"RTT","SOG",11,3,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","SOG",9,3,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","SOG",11,3,FALSE,"04-05 2026_Communities"
"GPR","SOG",11,3,FALSE,"04-05 2026_Communities"
"CRY","SOG",11,3,FALSE,"04-05 2026_Communities"
"CGN","GTP",2,3,FALSE,"04-05 2026_Communities"
"GNG","GTP",2,3,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","GTP",6,3,FALSE,"04-05 2026_Communities"
"GPW","GTP",6,3,FALSE,"04-05 2026_Communities"
"GSN","GTP",6,3,FALSE,"04-05 2026_Communities"
"GLS","GTP",7,3,FALSE,"04-05 2026_Communities"
"GPB","GTP",8,3,FALSE,"04-05 2026_Communities"
"GDO","GTP",9,3,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","GTP",11,3,FALSE,"04-05 2026_Communities"
"GPR","GTP",11,3,FALSE,"04-05 2026_Communities"
"CRY","GTP",11,3,FALSE,"04-05 2026_Communities"
"SWT","YPS",1,3,FALSE,"04-05 2026_Communities"
"SDO","YPS",1,3,FALSE,"04-05 2026_Communities"
"CGN","YPS",2,3,FALSE,"04-05 2026_Communities"
"WPW","YPS",1,3,FALSE,"04-05 2026_Communities"
"GNG","YPS",2,3,FALSE,"04-05 2026_Communities"
"SDR","YPS",2,3,FALSE,"04-05 2026_Communities"
"SSS","YPS",2,3,FALSE,"04-05 2026_Communities"
"SYO","YPS",2,3,FALSE,"04-05 2026_Communities"
"PDN","YPS",2,3,FALSE,"04-05 2026_Communities"
"RBP","YPS",2,3,FALSE,"04-05 2026_Communities"
"SWB","YPS",2,3,FALSE,"04-05 2026_Communities"
"SDT","YPS",2,3,FALSE,"04-05 2026_Communities"
"SOG","YPS",3,3,TRUE,"04-05 2026_Communities"
"GTP","YPS",3,3,TRUE,"04-05 2026_Communities"
"SPT","YPS",3,3,TRUE,"04-05 2026_Communities"
"PLS","YPS",3,3,TRUE,"04-05 2026_Communities"
"NOD","YPS",3,3,TRUE,"04-05 2026_Communities"
"WSY","YPS",4,3,FALSE,"04-05 2026_Communities"
"YBN","YPS",4,3,FALSE,"04-05 2026_Communities"
"WOG","YPS",4,3,FALSE,"04-05 2026_Communities"
"WPD","YPS",5,3,FALSE,"04-05 2026_Communities"
"YDT","YPS",5,3,FALSE,"04-05 2026_Communities"
"WPG","YPS",3,3,TRUE,"04-05 2026_Communities"
"NRO","YPS",5,3,FALSE,"04-05 2026_Communities"
"NSS","YPS",5,3,FALSE,"04-05 2026_Communities"
"YDW","YPS",6,3,FALSE,"04-05 2026_Communities"
"WNS","YPS",6,3,FALSE,"04-05 2026_Communities"
"SNR (was SNO)","YPS",6,3,FALSE,"04-05 2026_Communities"
"GBO (was GPT)","YPS",6,3,FALSE,"04-05 2026_Communities"
"YGD","YPS",6,3,FALSE,"04-05 2026_Communities"
"GPW","YPS",6,3,FALSE,"04-05 2026_Communities"
"WDY","YPS",6,3,FALSE,"04-05 2026_Communities"
"GSN","YPS",6,3,FALSE,"04-05 2026_Communities"
"RDO","YPS",6,3,FALSE,"04-05 2026_Communities"
"PND","YPS",7,3,FALSE,"04-05 2026_Communities"
"RNO","YPS",7,3,FALSE,"04-05 2026_Communities"
"PNG","YPS",7,3,FALSE,"04-05 2026_Communities"
"GLS","YPS",7,3,FALSE,"04-05 2026_Communities"
"WPB","YPS",8,3,FALSE,"04-05 2026_Communities"
"WNP","YPS",8,3,FALSE,"04-05 2026_Communities"
"SPW","YPS",8,3,FALSE,"04-05 2026_Communities"
"ROW","YPS",8,3,FALSE,"04-05 2026_Communities"
"YND","YPS",8,3,FALSE,"04-05 2026_Communities"
"YOD","YPS",8,3,FALSE,"04-05 2026_Communities"
"GPB","YPS",8,3,FALSE,"04-05 2026_Communities"
"YBY","YPS",9,3,FALSE,"04-05 2026_Communities"
"YGY","YPS",9,3,FALSE,"04-05 2026_Communities"
"YBT","YPS",9,3,FALSE,"04-05 2026_Communities"
"GDO","YPS",9,3,FALSE,"04-05 2026_Communities"
"WPS","YPS",9,3,FALSE,"04-05 2026_Communities"
"WDB","YPS",10,3,FALSE,"04-05 2026_Communities"
"WTW","YPS",9,3,FALSE,"04-05 2026_Communities"
"SGB","YPS",9,3,FALSE,"04-05 2026_Communities"
"PNL","YPS",9,3,FALSE,"04-05 2026_Communities"
"WDT","YPS",9,3,FALSE,"04-05 2026_Communities"
"RGT","YPS",9,3,FALSE,"04-05 2026_Communities"
"RTT","YPS",11,3,FALSE,"04-05 2026_Communities"
"PBP (was PBB)","YPS",9,3,FALSE,"04-05 2026_Communities"
"STT","YPS",9,3,FALSE,"04-05 2026_Communities"
"GDN (was GDY)","YPS",11,3,FALSE,"04-05 2026_Communities"
"GPR","YPS",11,3,FALSE,"04-05 2026_Communities"
"WDD","YPS",11,3,FALSE,"04-05 2026_Communities"
"CRY","YPS",11,3,FALSE,"04-05 2026_Communities"
"WDG","YPS",11,3,FALSE,"04-05 2026_Communities"
"WYD","YPS",11,3,FALSE,"04-05 2026_Communities"
"SDO","SPT",1,3,FALSE,"04-05 2026_Communities"
"CGN","SPT",2,3,FALSE,"04-05 2026_Communities"
"GNG","SPT",2,3,FALSE,"04-05 2026_Communities"
"SDR","SPT",2,3,FALSE,"04-05 2026_Communities"
"PDN","SPT",2,3,FALSE,"04-05 2026_Communities"
