"Bird1","Bird2","Comm1","Comm2","SameCommunity","Season"
"RTP","SDO",6,2,FALSE,"fall_Communities"
"GBO (was GPT)","SDO",7,2,FALSE,"fall_Communities"
"GDW (wasGYW)","SDO",11,2,FALSE,"fall_Communities"
"PND","SDO",11,2,FALSE,"fall_Communities"
"PNG","SDO",11,2,FALSE,"fall_Communities"
"PNP","SDO",11,2,FALSE,"fall_Communities"
"ROO","SDO",12,2,FALSE,"fall_Communities"
"RLB","SDO",13,2,FALSE,"fall_Communities"
"ROY","SDO",15,2,FALSE,"fall_Communities"
"ROR","SDO",15,2,FALSE,"fall_Communities"
"GDO","SDO",14,2,FALSE,"fall_Communities"
"PBS","SDO",14,2,FALSE,"fall_Communities"
"PNL","SDO",14,2,FALSE,"fall_Communities"
"PBP (was PBB)","SDO",14,2,FALSE,"fall_Communities"
"GNT","SDO",16,2,FALSE,"fall_Communities"
"RGT","SDO",17,2,FALSE,"fall_Communities"
"RTT","SDO",18,2,FALSE,"fall_Communities"
"CRY","SDO",18,2,FALSE,"fall_Communities"
"GDD (was GDR)","SDO",18,2,FALSE,"fall_Communities"
"GTR","SDO",18,2,FALSE,"fall_Communities"
"CGN","RRR",1,2,FALSE,"fall_Communities"
"RRD","RRR",2,2,TRUE,"fall_Communities"
"GOS","RRR",3,2,FALSE,"fall_Communities"
"PBWorPWB","RRR",3,2,FALSE,"fall_Communities"
"RBT","RRR",3,2,FALSE,"fall_Communities"
"RBP","RRR",3,2,FALSE,"fall_Communities"
"PNW","RRR",5,2,FALSE,"fall_Communities"
"PLS","RRR",6,2,FALSE,"fall_Communities"
"GBO (was GPT)","RRR",7,2,FALSE,"fall_Communities"
"GDW (wasGYW)","RRR",11,2,FALSE,"fall_Communities"
"PND","RRR",11,2,FALSE,"fall_Communities"
"PNG","RRR",11,2,FALSE,"fall_Communities"
"PNP","RRR",11,2,FALSE,"fall_Communities"
"ROO","RRR",12,2,FALSE,"fall_Communities"
"RLB","RRR",13,2,FALSE,"fall_Communities"
"ROY","RRR",15,2,FALSE,"fall_Communities"
"ROR","RRR",15,2,FALSE,"fall_Communities"
"GDO","RRR",14,2,FALSE,"fall_Communities"
"PBS","RRR",14,2,FALSE,"fall_Communities"
"PNL","RRR",14,2,FALSE,"fall_Communities"
"PBP (was PBB)","RRR",14,2,FALSE,"fall_Communities"
"GNT","RRR",16,2,FALSE,"fall_Communities"
"RGT","RRR",17,2,FALSE,"fall_Communities"
"CRY","RRR",18,2,FALSE,"fall_Communities"
"GDD (was GDR)","RRR",18,2,FALSE,"fall_Communities"
"GTR","RRR",18,2,FALSE,"fall_Communities"
"CGN","RRD",1,2,FALSE,"fall_Communities"
"GOS","RRD",3,2,FALSE,"fall_Communities"
"PBWorPWB","RRD",3,2,FALSE,"fall_Communities"
"RBT","RRD",3,2,FALSE,"fall_Communities"
"RBP","RRD",3,2,FALSE,"fall_Communities"
"PNW","RRD",5,2,FALSE,"fall_Communities"
"PLS","RRD",6,2,FALSE,"fall_Communities"
"GBO (was GPT)","RRD",7,2,FALSE,"fall_Communities"
"GDW (wasGYW)","RRD",11,2,FALSE,"fall_Communities"
"PND","RRD",11,2,FALSE,"fall_Communities"
"PNG","RRD",11,2,FALSE,"fall_Communities"
"PNP","RRD",11,2,FALSE,"fall_Communities"
"ROO","RRD",12,2,FALSE,"fall_Communities"
"RLB","RRD",13,2,FALSE,"fall_Communities"
"ROY","RRD",15,2,FALSE,"fall_Communities"
"ROR","RRD",15,2,FALSE,"fall_Communities"
"GDO","RRD",14,2,FALSE,"fall_Communities"
"PBS","RRD",14,2,FALSE,"fall_Communities"
"PNL","RRD",14,2,FALSE,"fall_Communities"
"PBP (was PBB)","RRD",14,2,FALSE,"fall_Communities"
"GNT","RRD",16,2,FALSE,"fall_Communities"
"RGT","RRD",17,2,FALSE,"fall_Communities"
"CRY","RRD",18,2,FALSE,"fall_Communities"
"GDD (was GDR)","RRD",18,2,FALSE,"fall_Communities"
"GTR","RRD",18,2,FALSE,"fall_Communities"
"CGN","SWT",1,2,FALSE,"fall_Communities"
"RRY","SWT",2,2,TRUE,"fall_Communities"
"SDO","SWT",2,2,TRUE,"fall_Communities"
"RRR","SWT",2,2,TRUE,"fall_Communities"
"RRD","SWT",2,2,TRUE,"fall_Communities"
"GOS","SWT",3,2,FALSE,"fall_Communities"
"RSD","SWT",3,2,FALSE,"fall_Communities"
"PBWorPWB","SWT",3,2,FALSE,"fall_Communities"
"SWB","SWT",3,2,FALSE,"fall_Communities"
"RBT","SWT",3,2,FALSE,"fall_Communities"
"RBP","SWT",3,2,FALSE,"fall_Communities"
"PNW","SWT",5,2,FALSE,"fall_Communities"
"SOT","SWT",5,2,FALSE,"fall_Communities"
"PLS","SWT",6,2,FALSE,"fall_Communities"
"RTP","SWT",6,2,FALSE,"fall_Communities"
"SOG","SWT",5,2,FALSE,"fall_Communities"
"GBO (was GPT)","SWT",7,2,FALSE,"fall_Communities"
"GDW (wasGYW)","SWT",11,2,FALSE,"fall_Communities"
"PND","SWT",11,2,FALSE,"fall_Communities"
"PNG","SWT",11,2,FALSE,"fall_Communities"
"PNP","SWT",11,2,FALSE,"fall_Communities"
"ROO","SWT",12,2,FALSE,"fall_Communities"
"RLB","SWT",13,2,FALSE,"fall_Communities"
"ROY","SWT",15,2,FALSE,"fall_Communities"
"ROR","SWT",15,2,FALSE,"fall_Communities"
"SWS","SWT",15,2,FALSE,"fall_Communities"
"GDO","SWT",14,2,FALSE,"fall_Communities"
"PBS","SWT",14,2,FALSE,"fall_Communities"
"PNL","SWT",14,2,FALSE,"fall_Communities"
"PBP (was PBB)","SWT",14,2,FALSE,"fall_Communities"
"SRP","SWT",16,2,FALSE,"fall_Communities"
"GNT","SWT",16,2,FALSE,"fall_Communities"
"STT","SWT",17,2,FALSE,"fall_Communities"
"SGB","SWT",17,2,FALSE,"fall_Communities"
"RGT","SWT",17,2,FALSE,"fall_Communities"
"RTT","SWT",18,2,FALSE,"fall_Communities"
"CRY","SWT",18,2,FALSE,"fall_Communities"
"GDD (was GDR)","SWT",18,2,FALSE,"fall_Communities"
"GTR","SWT",18,2,FALSE,"fall_Communities"
"CGN","SYO",1,3,FALSE,"fall_Communities"
"RRY","SYO",2,3,FALSE,"fall_Communities"
"SDO","SYO",2,3,FALSE,"fall_Communities"
"RRR","SYO",2,3,FALSE,"fall_Communities"
"RRD","SYO",2,3,FALSE,"fall_Communities"
"SWT","SYO",2,3,FALSE,"fall_Communities"
"GOS","SYO",3,3,TRUE,"fall_Communities"
"RSD","SYO",3,3,TRUE,"fall_Communities"
"PBWorPWB","SYO",3,3,TRUE,"fall_Communities"
"SWB","SYO",3,3,TRUE,"fall_Communities"
"RBT","SYO",3,3,TRUE,"fall_Communities"
"RBP","SYO",3,3,TRUE,"fall_Communities"
"PNW","SYO",5,3,FALSE,"fall_Communities"
"SOT","SYO",5,3,FALSE,"fall_Communities"
"PLS","SYO",6,3,FALSE,"fall_Communities"
"RTP","SYO",6,3,FALSE,"fall_Communities"
"SOG","SYO",5,3,FALSE,"fall_Communities"
"GBO (was GPT)","SYO",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","SYO",11,3,FALSE,"fall_Communities"
"PND","SYO",11,3,FALSE,"fall_Communities"
"PNG","SYO",11,3,FALSE,"fall_Communities"
"PNP","SYO",11,3,FALSE,"fall_Communities"
"ROO","SYO",12,3,FALSE,"fall_Communities"
"RLB","SYO",13,3,FALSE,"fall_Communities"
"ROY","SYO",15,3,FALSE,"fall_Communities"
"ROR","SYO",15,3,FALSE,"fall_Communities"
"SWS","SYO",15,3,FALSE,"fall_Communities"
"GDO","SYO",14,3,FALSE,"fall_Communities"
"PBS","SYO",14,3,FALSE,"fall_Communities"
"PNL","SYO",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","SYO",14,3,FALSE,"fall_Communities"
"SRP","SYO",16,3,FALSE,"fall_Communities"
"GNT","SYO",16,3,FALSE,"fall_Communities"
"STT","SYO",17,3,FALSE,"fall_Communities"
"SGB","SYO",17,3,FALSE,"fall_Communities"
"RGT","SYO",17,3,FALSE,"fall_Communities"
"RTT","SYO",18,3,FALSE,"fall_Communities"
"CRY","SYO",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","SYO",18,3,FALSE,"fall_Communities"
"GTR","SYO",18,3,FALSE,"fall_Communities"
"CGN","GOS",1,3,FALSE,"fall_Communities"
"GBO (was GPT)","GOS",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","GOS",11,3,FALSE,"fall_Communities"
"GDO","GOS",14,3,FALSE,"fall_Communities"
"GNT","GOS",16,3,FALSE,"fall_Communities"
"CRY","GOS",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","GOS",18,3,FALSE,"fall_Communities"
"CGN","RSD",1,3,FALSE,"fall_Communities"
"RRY","RSD",2,3,FALSE,"fall_Communities"
"RRR","RSD",2,3,FALSE,"fall_Communities"
"RRD","RSD",2,3,FALSE,"fall_Communities"
"GOS","RSD",3,3,TRUE,"fall_Communities"
"PBWorPWB","RSD",3,3,TRUE,"fall_Communities"
"RBT","RSD",3,3,TRUE,"fall_Communities"
"RBP","RSD",3,3,TRUE,"fall_Communities"
"PNW","RSD",5,3,FALSE,"fall_Communities"
"PLS","RSD",6,3,FALSE,"fall_Communities"
"GBO (was GPT)","RSD",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","RSD",11,3,FALSE,"fall_Communities"
"PND","RSD",11,3,FALSE,"fall_Communities"
"PNG","RSD",11,3,FALSE,"fall_Communities"
"PNP","RSD",11,3,FALSE,"fall_Communities"
"ROO","RSD",12,3,FALSE,"fall_Communities"
"RLB","RSD",13,3,FALSE,"fall_Communities"
"ROY","RSD",15,3,FALSE,"fall_Communities"
"ROR","RSD",15,3,FALSE,"fall_Communities"
"GDO","RSD",14,3,FALSE,"fall_Communities"
"PBS","RSD",14,3,FALSE,"fall_Communities"
"PNL","RSD",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","RSD",14,3,FALSE,"fall_Communities"
"GNT","RSD",16,3,FALSE,"fall_Communities"
"RGT","RSD",17,3,FALSE,"fall_Communities"
"CRY","RSD",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","RSD",18,3,FALSE,"fall_Communities"
"GTR","RSD",18,3,FALSE,"fall_Communities"
"CGN","SYT",1,3,FALSE,"fall_Communities"
"RRY","SYT",2,3,FALSE,"fall_Communities"
"SDO","SYT",2,3,FALSE,"fall_Communities"
"RRR","SYT",2,3,FALSE,"fall_Communities"
"RRD","SYT",2,3,FALSE,"fall_Communities"
"SWT","SYT",2,3,FALSE,"fall_Communities"
"SYO","SYT",3,3,TRUE,"fall_Communities"
"GOS","SYT",3,3,TRUE,"fall_Communities"
"RSD","SYT",3,3,TRUE,"fall_Communities"
"PBWorPWB","SYT",3,3,TRUE,"fall_Communities"
"SWB","SYT",3,3,TRUE,"fall_Communities"
"RBT","SYT",3,3,TRUE,"fall_Communities"
"SYR","SYT",3,3,TRUE,"fall_Communities"
"RBP","SYT",3,3,TRUE,"fall_Communities"
"PNW","SYT",5,3,FALSE,"fall_Communities"
"SOT","SYT",5,3,FALSE,"fall_Communities"
"PLS","SYT",6,3,FALSE,"fall_Communities"
"RTP","SYT",6,3,FALSE,"fall_Communities"
"SOG","SYT",5,3,FALSE,"fall_Communities"
"GBO (was GPT)","SYT",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","SYT",11,3,FALSE,"fall_Communities"
"PND","SYT",11,3,FALSE,"fall_Communities"
"PNG","SYT",11,3,FALSE,"fall_Communities"
"PNP","SYT",11,3,FALSE,"fall_Communities"
"ROO","SYT",12,3,FALSE,"fall_Communities"
"RLB","SYT",13,3,FALSE,"fall_Communities"
"ROY","SYT",15,3,FALSE,"fall_Communities"
"ROR","SYT",15,3,FALSE,"fall_Communities"
"SWS","SYT",15,3,FALSE,"fall_Communities"
"GDO","SYT",14,3,FALSE,"fall_Communities"
"PBS","SYT",14,3,FALSE,"fall_Communities"
"PNL","SYT",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","SYT",14,3,FALSE,"fall_Communities"
"SRP","SYT",16,3,FALSE,"fall_Communities"
"GNT","SYT",16,3,FALSE,"fall_Communities"
"STT","SYT",17,3,FALSE,"fall_Communities"
"SGB","SYT",17,3,FALSE,"fall_Communities"
"RGT","SYT",17,3,FALSE,"fall_Communities"
"RTT","SYT",18,3,FALSE,"fall_Communities"
"CRY","SYT",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","SYT",18,3,FALSE,"fall_Communities"
"GTR","SYT",18,3,FALSE,"fall_Communities"
"CGN","PBWorPWB",1,3,FALSE,"fall_Communities"
"GOS","PBWorPWB",3,3,TRUE,"fall_Communities"
"GBO (was GPT)","PBWorPWB",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","PBWorPWB",11,3,FALSE,"fall_Communities"
"GDO","PBWorPWB",14,3,FALSE,"fall_Communities"
"PBS","PBWorPWB",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","PBWorPWB",14,3,FALSE,"fall_Communities"
"GNT","PBWorPWB",16,3,FALSE,"fall_Communities"
"CRY","PBWorPWB",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","PBWorPWB",18,3,FALSE,"fall_Communities"
"GTR","PBWorPWB",18,3,FALSE,"fall_Communities"
"CGN","SWB",1,3,FALSE,"fall_Communities"
"RRY","SWB",2,3,FALSE,"fall_Communities"
"SDO","SWB",2,3,FALSE,"fall_Communities"
"RRR","SWB",2,3,FALSE,"fall_Communities"
"RRD","SWB",2,3,FALSE,"fall_Communities"
"GOS","SWB",3,3,TRUE,"fall_Communities"
"RSD","SWB",3,3,TRUE,"fall_Communities"
"PBWorPWB","SWB",3,3,TRUE,"fall_Communities"
"RBT","SWB",3,3,TRUE,"fall_Communities"
"RBP","SWB",3,3,TRUE,"fall_Communities"
"PNW","SWB",5,3,FALSE,"fall_Communities"
"SOT","SWB",5,3,FALSE,"fall_Communities"
"PLS","SWB",6,3,FALSE,"fall_Communities"
"RTP","SWB",6,3,FALSE,"fall_Communities"
"SOG","SWB",5,3,FALSE,"fall_Communities"
"GBO (was GPT)","SWB",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","SWB",11,3,FALSE,"fall_Communities"
"PND","SWB",11,3,FALSE,"fall_Communities"
"PNG","SWB",11,3,FALSE,"fall_Communities"
"PNP","SWB",11,3,FALSE,"fall_Communities"
"ROO","SWB",12,3,FALSE,"fall_Communities"
"RLB","SWB",13,3,FALSE,"fall_Communities"
"ROY","SWB",15,3,FALSE,"fall_Communities"
"ROR","SWB",15,3,FALSE,"fall_Communities"
"GDO","SWB",14,3,FALSE,"fall_Communities"
"PBS","SWB",14,3,FALSE,"fall_Communities"
"PNL","SWB",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","SWB",14,3,FALSE,"fall_Communities"
"SRP","SWB",16,3,FALSE,"fall_Communities"
"GNT","SWB",16,3,FALSE,"fall_Communities"
"STT","SWB",17,3,FALSE,"fall_Communities"
"SGB","SWB",17,3,FALSE,"fall_Communities"
"RGT","SWB",17,3,FALSE,"fall_Communities"
"RTT","SWB",18,3,FALSE,"fall_Communities"
"CRY","SWB",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","SWB",18,3,FALSE,"fall_Communities"
"GTR","SWB",18,3,FALSE,"fall_Communities"
"CGN","RBT",1,3,FALSE,"fall_Communities"
"GOS","RBT",3,3,TRUE,"fall_Communities"
"PBWorPWB","RBT",3,3,TRUE,"fall_Communities"
"RBP","RBT",3,3,TRUE,"fall_Communities"
"PNW","RBT",5,3,FALSE,"fall_Communities"
"PLS","RBT",6,3,FALSE,"fall_Communities"
"GBO (was GPT)","RBT",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","RBT",11,3,FALSE,"fall_Communities"
"PND","RBT",11,3,FALSE,"fall_Communities"
"PNG","RBT",11,3,FALSE,"fall_Communities"
"PNP","RBT",11,3,FALSE,"fall_Communities"
"GDO","RBT",14,3,FALSE,"fall_Communities"
"PBS","RBT",14,3,FALSE,"fall_Communities"
"PNL","RBT",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","RBT",14,3,FALSE,"fall_Communities"
"GNT","RBT",16,3,FALSE,"fall_Communities"
"CRY","RBT",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","RBT",18,3,FALSE,"fall_Communities"
"GTR","RBT",18,3,FALSE,"fall_Communities"
"CGN","SYR",1,3,FALSE,"fall_Communities"
"RRY","SYR",2,3,FALSE,"fall_Communities"
"SDO","SYR",2,3,FALSE,"fall_Communities"
"RRR","SYR",2,3,FALSE,"fall_Communities"
"RRD","SYR",2,3,FALSE,"fall_Communities"
"SWT","SYR",2,3,FALSE,"fall_Communities"
"SYO","SYR",3,3,TRUE,"fall_Communities"
"GOS","SYR",3,3,TRUE,"fall_Communities"
"RSD","SYR",3,3,TRUE,"fall_Communities"
"PBWorPWB","SYR",3,3,TRUE,"fall_Communities"
"SWB","SYR",3,3,TRUE,"fall_Communities"
"RBT","SYR",3,3,TRUE,"fall_Communities"
"RBP","SYR",3,3,TRUE,"fall_Communities"
"PNW","SYR",5,3,FALSE,"fall_Communities"
"SOT","SYR",5,3,FALSE,"fall_Communities"
"PLS","SYR",6,3,FALSE,"fall_Communities"
"RTP","SYR",6,3,FALSE,"fall_Communities"
"SOG","SYR",5,3,FALSE,"fall_Communities"
"GBO (was GPT)","SYR",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","SYR",11,3,FALSE,"fall_Communities"
"PND","SYR",11,3,FALSE,"fall_Communities"
"PNG","SYR",11,3,FALSE,"fall_Communities"
"PNP","SYR",11,3,FALSE,"fall_Communities"
"ROO","SYR",12,3,FALSE,"fall_Communities"
"RLB","SYR",13,3,FALSE,"fall_Communities"
"ROY","SYR",15,3,FALSE,"fall_Communities"
"ROR","SYR",15,3,FALSE,"fall_Communities"
"SWS","SYR",15,3,FALSE,"fall_Communities"
"GDO","SYR",14,3,FALSE,"fall_Communities"
"PBS","SYR",14,3,FALSE,"fall_Communities"
"PNL","SYR",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","SYR",14,3,FALSE,"fall_Communities"
"SRP","SYR",16,3,FALSE,"fall_Communities"
"GNT","SYR",16,3,FALSE,"fall_Communities"
"STT","SYR",17,3,FALSE,"fall_Communities"
"SGB","SYR",17,3,FALSE,"fall_Communities"
"RGT","SYR",17,3,FALSE,"fall_Communities"
"RTT","SYR",18,3,FALSE,"fall_Communities"
"CRY","SYR",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","SYR",18,3,FALSE,"fall_Communities"
"GTR","SYR",18,3,FALSE,"fall_Communities"
"CGN","RBP",1,3,FALSE,"fall_Communities"
"GOS","RBP",3,3,TRUE,"fall_Communities"
"PBWorPWB","RBP",3,3,TRUE,"fall_Communities"
"PNW","RBP",5,3,FALSE,"fall_Communities"
"PLS","RBP",6,3,FALSE,"fall_Communities"
"GBO (was GPT)","RBP",7,3,FALSE,"fall_Communities"
"GDW (wasGYW)","RBP",11,3,FALSE,"fall_Communities"
"PND","RBP",11,3,FALSE,"fall_Communities"
"PNG","RBP",11,3,FALSE,"fall_Communities"
"PNP","RBP",11,3,FALSE,"fall_Communities"
"GDO","RBP",14,3,FALSE,"fall_Communities"
"PBS","RBP",14,3,FALSE,"fall_Communities"
"PNL","RBP",14,3,FALSE,"fall_Communities"
"PBP (was PBB)","RBP",14,3,FALSE,"fall_Communities"
"GNT","RBP",16,3,FALSE,"fall_Communities"
"CRY","RBP",18,3,FALSE,"fall_Communities"
"GDD (was GDR)","RBP",18,3,FALSE,"fall_Communities"
"GTR","RBP",18,3,FALSE,"fall_Communities"
"CGN","YWD",1,4,FALSE,"fall_Communities"
"RRY","YWD",2,4,FALSE,"fall_Communities"
"SDO","YWD",2,4,FALSE,"fall_Communities"
"RRR","YWD",2,4,FALSE,"fall_Communities"
"RRD","YWD",2,4,FALSE,"fall_Communities"
"SWT","YWD",2,4,FALSE,"fall_Communities"
"SYO","YWD",3,4,FALSE,"fall_Communities"
"GOS","YWD",3,4,FALSE,"fall_Communities"
"RSD","YWD",3,4,FALSE,"fall_Communities"
"SYT","YWD",3,4,FALSE,"fall_Communities"
"PBWorPWB","YWD",3,4,FALSE,"fall_Communities"
"SWB","YWD",3,4,FALSE,"fall_Communities"
"RBT","YWD",3,4,FALSE,"fall_Communities"
"SYR","YWD",3,4,FALSE,"fall_Communities"
"RBP","YWD",3,4,FALSE,"fall_Communities"
"WBT","YWD",4,4,TRUE,"fall_Communities"
"PNW","YWD",5,4,FALSE,"fall_Communities"
"YDP","YWD",5,4,FALSE,"fall_Communities"
"SOT","YWD",5,4,FALSE,"fall_Communities"
"PLS","YWD",6,4,FALSE,"fall_Communities"
"YPS","YWD",6,4,FALSE,"fall_Communities"
"RTP","YWD",6,4,FALSE,"fall_Communities"
"SOG","YWD",5,4,FALSE,"fall_Communities"
"YBN","YWD",7,4,FALSE,"fall_Communities"
"WOG","YWD",7,4,FALSE,"fall_Communities"
"YDT","YWD",8,4,FALSE,"fall_Communities"
"WSY","YWD",7,4,FALSE,"fall_Communities"
"YDD","YWD",9,4,FALSE,"fall_Communities"
"WWB","YWD",7,4,FALSE,"fall_Communities"
"YGD","YWD",7,4,FALSE,"fall_Communities"
"YDW","YWD",7,4,FALSE,"fall_Communities"
"GBO (was GPT)","YWD",7,4,FALSE,"fall_Communities"
"YSR","YWD",10,4,FALSE,"fall_Communities"
"GDW (wasGYW)","YWD",11,4,FALSE,"fall_Communities"
"PND","YWD",11,4,FALSE,"fall_Communities"
"PNG","YWD",11,4,FALSE,"fall_Communities"
"PNP","YWD",11,4,FALSE,"fall_Communities"
"YOP","YWD",12,4,FALSE,"fall_Communities"
"ROO","YWD",12,4,FALSE,"fall_Communities"
"RLB","YWD",13,4,FALSE,"fall_Communities"
"YBT","YWD",14,4,FALSE,"fall_Communities"
"ROY","YWD",15,4,FALSE,"fall_Communities"
"WBO","YWD",15,4,FALSE,"fall_Communities"
"ROR","YWD",15,4,FALSE,"fall_Communities"
"YBY","YWD",14,4,FALSE,"fall_Communities"
"SWS","YWD",15,4,FALSE,"fall_Communities"
"YGY","YWD",14,4,FALSE,"fall_Communities"
"YND","YWD",14,4,FALSE,"fall_Communities"
"GDO","YWD",14,4,FALSE,"fall_Communities"
"PBS","YWD",14,4,FALSE,"fall_Communities"
"PNL","YWD",14,4,FALSE,"fall_Communities"
"PBP (was PBB)","YWD",14,4,FALSE,"fall_Communities"
"WWD","YWD",16,4,FALSE,"fall_Communities"
"SRP","YWD",16,4,FALSE,"fall_Communities"
"GNT","YWD",16,4,FALSE,"fall_Communities"
"WDN","YWD",16,4,FALSE,"fall_Communities"
"WDW","YWD",16,4,FALSE,"fall_Communities"
"STT","YWD",17,4,FALSE,"fall_Communities"
"SGB","YWD",17,4,FALSE,"fall_Communities"
"RGT","YWD",17,4,FALSE,"fall_Communities"
"YPW","YWD",17,4,FALSE,"fall_Communities"
"RTT","YWD",18,4,FALSE,"fall_Communities"
"WYD","YWD",18,4,FALSE,"fall_Communities"
"CRY","YWD",18,4,FALSE,"fall_Communities"
"GDD (was GDR)","YWD",18,4,FALSE,"fall_Communities"
"WDG","YWD",18,4,FALSE,"fall_Communities"
"GTR","YWD",18,4,FALSE,"fall_Communities"
"CGN","WBT",1,4,FALSE,"fall_Communities"
"RRY","WBT",2,4,FALSE,"fall_Communities"
"SDO","WBT",2,4,FALSE,"fall_Communities"
"RRR","WBT",2,4,FALSE,"fall_Communities"
"RRD","WBT",2,4,FALSE,"fall_Communities"
"SWT","WBT",2,4,FALSE,"fall_Communities"
"SYO","WBT",3,4,FALSE,"fall_Communities"
"GOS","WBT",3,4,FALSE,"fall_Communities"
"RSD","WBT",3,4,FALSE,"fall_Communities"
"SYT","WBT",3,4,FALSE,"fall_Communities"
"PBWorPWB","WBT",3,4,FALSE,"fall_Communities"
"SWB","WBT",3,4,FALSE,"fall_Communities"
"RBT","WBT",3,4,FALSE,"fall_Communities"
"SYR","WBT",3,4,FALSE,"fall_Communities"
"RBP","WBT",3,4,FALSE,"fall_Communities"
"PNW","WBT",5,4,FALSE,"fall_Communities"
"SOT","WBT",5,4,FALSE,"fall_Communities"
"PLS","WBT",6,4,FALSE,"fall_Communities"
"RTP","WBT",6,4,FALSE,"fall_Communities"
"SOG","WBT",5,4,FALSE,"fall_Communities"
"GBO (was GPT)","WBT",7,4,FALSE,"fall_Communities"
"GDW (wasGYW)","WBT",11,4,FALSE,"fall_Communities"
"PND","WBT",11,4,FALSE,"fall_Communities"
"PNG","WBT",11,4,FALSE,"fall_Communities"
"PNP","WBT",11,4,FALSE,"fall_Communities"
"ROO","WBT",12,4,FALSE,"fall_Communities"
"RLB","WBT",13,4,FALSE,"fall_Communities"
"ROY","WBT",15,4,FALSE,"fall_Communities"
"WBO","WBT",15,4,FALSE,"fall_Communities"
"ROR","WBT",15,4,FALSE,"fall_Communities"
"SWS","WBT",15,4,FALSE,"fall_Communities"
"GDO","WBT",14,4,FALSE,"fall_Communities"
"PBS","WBT",14,4,FALSE,"fall_Communities"
"PNL","WBT",14,4,FALSE,"fall_Communities"
"PBP (was PBB)","WBT",14,4,FALSE,"fall_Communities"
"SRP","WBT",16,4,FALSE,"fall_Communities"
"GNT","WBT",16,4,FALSE,"fall_Communities"
"STT","WBT",17,4,FALSE,"fall_Communities"
"SGB","WBT",17,4,FALSE,"fall_Communities"
"RGT","WBT",17,4,FALSE,"fall_Communities"
